Protein A	Protein B
P21860	9606.ENSP00000275493
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000267101
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000275493
P21860	9606.ENSP00000287842
P21860	9606.ENSP00000269571
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000287842
P21860	9606.ENSP00000275493
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000287842
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000342235
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000354910
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000376345
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000401303
P21860	9606.ENSP00000404131
P21860	9606.ENSP00000428056
P21860	9606.ENSP00000428056
P43403	9606.ENSP00000354566
P43403	9606.ENSP00000300692
P43403	9606.ENSP00000354782
P43403	9606.ENSP00000401303
P43403	9606.ENSP00000262629
P43403	9606.ENSP00000264033
P43403	9606.ENSP00000378845
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000264972
P43403	9606.ENSP00000300692
P43403	9606.ENSP00000354566
P43403	9606.ENSP00000401303
P43403	9606.ENSP00000378845
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000354782
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000264972
P43403	9606.ENSP00000300692
P43403	9606.ENSP00000354566
P43403	9606.ENSP00000354782
P43403	9606.ENSP00000378845
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000401303
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000264972
P43403	9606.ENSP00000401303
P43403	9606.ENSP00000300692
P43403	9606.ENSP00000354566
P43403	9606.ENSP00000354782
P43403	9606.ENSP00000378845
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000401303
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000378845
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000354782
P43403	9606.ENSP00000354566
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000378845
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000354782
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000378845
P43403	9606.ENSP00000401303
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000401303
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000477713
P43403	9606.ENSP00000472929
P43403	9606.ENSP00000477713
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000236192
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000249647
P32856	9606.ENSP00000254976
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000254976
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000249647
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000254976
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000268164
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000236192
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000249647
P32856	9606.ENSP00000254976
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000254976
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000249647
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000254976
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000268164
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000263354
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000263864
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000362399
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000376178
P32856	9606.ENSP00000379602
P32856	9606.ENSP00000418572
P32856	9606.ENSP00000418572
P06241	9606.ENSP00000341189
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000428924
P06241	9606.ENSP00000401303
P06241	9606.ENSP00000346671
P06241	9606.ENSP00000362680
P06241	9606.ENSP00000362680
P06241	9606.ENSP00000346671
P06241	9606.ENSP00000428924
P06241	9606.ENSP00000341189
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000428924
P06241	9606.ENSP00000401303
P06241	9606.ENSP00000346671
P06241	9606.ENSP00000362680
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000428924
P06241	9606.ENSP00000401303
P06241	9606.ENSP00000346671
P06241	9606.ENSP00000362680
P06241	9606.ENSP00000401303
P06241	9606.ENSP00000428924
P06241	9606.ENSP00000497806
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000362680
P06241	9606.ENSP00000360181
P06241	9606.ENSP00000362680
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000497806
P06241	9606.ENSP00000428924
P06241	9606.ENSP00000401303
P06241	9606.ENSP00000497806
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000428924
P06241	9606.ENSP00000497806
P06241	9606.ENSP00000477713
P06241	9606.ENSP00000497806
Q99962	9606.ENSP00000362014
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000269886
Q99962	9606.ENSP00000320092
Q99962	9606.ENSP00000369981
Q99962	9606.ENSP00000275493
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000355865
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000275493
Q99962	9606.ENSP00000373905
Q99962	9606.ENSP00000362014
Q99962	9606.ENSP00000347792
Q99962	9606.ENSP00000320092
Q99962	9606.ENSP00000369981
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000373905
Q99962	9606.ENSP00000355865
Q99962	9606.ENSP00000320092
Q99962	9606.ENSP00000369981
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000355865
Q99962	9606.ENSP00000362014
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000347792
Q99962	9606.ENSP00000369981
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000373905
Q99962	9606.ENSP00000373905
Q99962	9606.ENSP00000362014
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000369981
Q99962	9606.ENSP00000373905
Q99962	9606.ENSP00000362014
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000369981
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000369981
Q99962	9606.ENSP00000373905
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000373905
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000409667
Q99962	9606.ENSP00000380921
Q99962	9606.ENSP00000409667
O00585	9606.ENSP00000379140
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000306884
O00585	9606.ENSP00000354901
O00585	9606.ENSP00000305651
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000246657
O00585	9606.ENSP00000249887
O00585	9606.ENSP00000259607
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000306884
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000354901
O00585	9606.ENSP00000249887
O00585	9606.ENSP00000305651
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000379140
O00585	9606.ENSP00000259607
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000305651
O00585	9606.ENSP00000306884
O00585	9606.ENSP00000354901
O00585	9606.ENSP00000379140
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000259607
O00585	9606.ENSP00000379140
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000306884
O00585	9606.ENSP00000305651
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000354901
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000379140
O00585	9606.ENSP00000354901
O00585	9606.ENSP00000306884
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000379140
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000354901
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000379140
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000386884
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000427279
O00585	9606.ENSP00000474412
O00585	9606.ENSP00000474412
P55773	9606.ENSP00000400533
P55773	9606.ENSP00000375086
P55773	9606.ENSP00000468897
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000367832
P55773	9606.ENSP00000351671
P55773	9606.ENSP00000343952
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000296140
P55773	9606.ENSP00000468897
P55773	9606.ENSP00000351671
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000375086
P55773	9606.ENSP00000296140
P55773	9606.ENSP00000343952
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000400533
P55773	9606.ENSP00000468897
P55773	9606.ENSP00000375086
P55773	9606.ENSP00000343952
P55773	9606.ENSP00000400533
P55773	9606.ENSP00000351671
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000367832
P55773	9606.ENSP00000400533
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000367832
P55773	9606.ENSP00000375086
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000351671
P55773	9606.ENSP00000468897
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000400533
P55773	9606.ENSP00000367832
P55773	9606.ENSP00000375086
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000375086
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000400533
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000468897
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000441600
P55773	9606.ENSP00000481357
P55773	9606.ENSP00000481357
P22694	9606.ENSP00000348573
P22694	9606.ENSP00000378207
P22694	9606.ENSP00000376475
P22694	9606.ENSP00000385749
P22694	9606.ENSP00000478212
P22694	9606.ENSP00000265717
P22694	9606.ENSP00000359719
P22694	9606.ENSP00000355533
P22694	9606.ENSP00000387699
P22694	9606.ENSP00000348573
P22694	9606.ENSP00000376475
P22694	9606.ENSP00000385749
P22694	9606.ENSP00000478212
P22694	9606.ENSP00000378207
P22694	9606.ENSP00000359719
P22694	9606.ENSP00000378207
P22694	9606.ENSP00000359719
P22694	9606.ENSP00000376475
P22694	9606.ENSP00000355533
P22694	9606.ENSP00000378207
P22694	9606.ENSP00000478212
P22694	9606.ENSP00000359719
P22694	9606.ENSP00000378207
P22694	9606.ENSP00000359719
P22694	9606.ENSP00000387699
P22694	9606.ENSP00000378207
P22694	9606.ENSP00000385749
P22694	9606.ENSP00000376475
P22694	9606.ENSP00000478212
P22694	9606.ENSP00000387699
P22694	9606.ENSP00000378207
P22694	9606.ENSP00000478212
P22694	9606.ENSP00000385749
P22694	9606.ENSP00000385749
P22694	9606.ENSP00000478212
P22694	9606.ENSP00000478212
P22694	9606.ENSP00000478212
P68400	9606.ENSP00000378402
P68400	9606.ENSP00000321449
P68400	9606.ENSP00000269305
P68400	9606.ENSP00000362649
P68400	9606.ENSP00000368166
P68400	9606.ENSP00000361021
P68400	9606.ENSP00000430432
P68400	9606.ENSP00000362824
P68400	9606.ENSP00000262506
P68400	9606.ENSP00000365042
P68400	9606.ENSP00000430432
P68400	9606.ENSP00000362649
P68400	9606.ENSP00000321449
P68400	9606.ENSP00000378402
P68400	9606.ENSP00000368166
P68400	9606.ENSP00000269305
P68400	9606.ENSP00000361021
P68400	9606.ENSP00000365042
P68400	9606.ENSP00000365042
P68400	9606.ENSP00000378402
P68400	9606.ENSP00000430432
P68400	9606.ENSP00000362649
P68400	9606.ENSP00000361021
P68400	9606.ENSP00000365042
P68400	9606.ENSP00000368166
P68400	9606.ENSP00000430432
P68400	9606.ENSP00000362649
P68400	9606.ENSP00000365042
P68400	9606.ENSP00000368166
P68400	9606.ENSP00000362824
P68400	9606.ENSP00000378402
P68400	9606.ENSP00000430432
P68400	9606.ENSP00000430432
P68400	9606.ENSP00000378402
P68400	9606.ENSP00000368166
P68400	9606.ENSP00000430432
O00148	9606.ENSP00000242776
O00148	9606.ENSP00000295899
O00148	9606.ENSP00000245838
O00148	9606.ENSP00000261600
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000397927
O00148	9606.ENSP00000357679
O00148	9606.ENSP00000337632
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000357679
O00148	9606.ENSP00000295899
O00148	9606.ENSP00000397927
O00148	9606.ENSP00000261600
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000245838
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000337632
O00148	9606.ENSP00000397927
O00148	9606.ENSP00000337632
O00148	9606.ENSP00000357679
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000295899
O00148	9606.ENSP00000261600
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000397927
O00148	9606.ENSP00000357679
O00148	9606.ENSP00000337632
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000295899
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000397927
O00148	9606.ENSP00000357679
O00148	9606.ENSP00000337632
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000397927
O00148	9606.ENSP00000357679
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000397927
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000416269
O00148	9606.ENSP00000420306
O00148	9606.ENSP00000421592
O00148	9606.ENSP00000421592
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000337632
Q13838	9606.ENSP00000357679
Q13838	9606.ENSP00000326531
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000295899
Q13838	9606.ENSP00000261600
Q13838	9606.ENSP00000416269
Q13838	9606.ENSP00000265097
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000357679
Q13838	9606.ENSP00000337632
Q13838	9606.ENSP00000416269
Q13838	9606.ENSP00000295899
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000265097
Q13838	9606.ENSP00000326531
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000357679
Q13838	9606.ENSP00000337632
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000295899
Q13838	9606.ENSP00000416269
Q13838	9606.ENSP00000326531
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000357679
Q13838	9606.ENSP00000337632
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000326531
Q13838	9606.ENSP00000416269
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000357679
Q13838	9606.ENSP00000337632
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000416269
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000357679
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000416269
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000416269
Q13838	9606.ENSP00000420306
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000497641
Q13838	9606.ENSP00000421592
Q13838	9606.ENSP00000497641
P57053	9606.ENSP00000328547
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000332194
P57053	9606.ENSP00000355657
P57053	9606.ENSP00000254810
P57053	9606.ENSP00000333277
P57053	9606.ENSP00000352252
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000339835
P57053	9606.ENSP00000339835
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000355657
P57053	9606.ENSP00000352252
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000333277
P57053	9606.ENSP00000328547
P57053	9606.ENSP00000332194
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000332194
P57053	9606.ENSP00000339835
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000355657
P57053	9606.ENSP00000333277
P57053	9606.ENSP00000352252
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000339835
P57053	9606.ENSP00000355657
P57053	9606.ENSP00000352252
P57053	9606.ENSP00000333277
P57053	9606.ENSP00000339835
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000355657
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000352252
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000355657
P57053	9606.ENSP00000352252
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000355657
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000358155
P57053	9606.ENSP00000481622
P57053	9606.ENSP00000499501
P57053	9606.ENSP00000499501
P62805	9606.ENSP00000303373
P62805	9606.ENSP00000332194
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000254810
P62805	9606.ENSP00000263377
P62805	9606.ENSP00000333277
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000263253
P62805	9606.ENSP00000336868
P62805	9606.ENSP00000339835
P62805	9606.ENSP00000339835
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000333277
P62805	9606.ENSP00000263253
P62805	9606.ENSP00000336868
P62805	9606.ENSP00000303373
P62805	9606.ENSP00000263377
P62805	9606.ENSP00000332194
P62805	9606.ENSP00000339835
P62805	9606.ENSP00000333277
P62805	9606.ENSP00000332194
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000303373
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000263377
P62805	9606.ENSP00000332194
P62805	9606.ENSP00000303373
P62805	9606.ENSP00000339835
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000333277
P62805	9606.ENSP00000332194
P62805	9606.ENSP00000339835
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000333277
P62805	9606.ENSP00000336868
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000336868
P62805	9606.ENSP00000339835
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000333277
P62805	9606.ENSP00000339835
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000355657
P62805	9606.ENSP00000352252
P62805	9606.ENSP00000355657
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000354859
Q01959	9606.ENSP00000354511
Q01959	9606.ENSP00000270349
Q01959	9606.ENSP00000248121
Q01959	9606.ENSP00000365569
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000270349
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000270349
Q01959	9606.ENSP00000354511
Q01959	9606.ENSP00000365569
Q01959	9606.ENSP00000500386
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000354859
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000354859
Q01959	9606.ENSP00000500386
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000500386
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000354859
Q01959	9606.ENSP00000354511
Q01959	9606.ENSP00000270349
Q01959	9606.ENSP00000248121
Q01959	9606.ENSP00000365569
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000270349
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000270349
Q01959	9606.ENSP00000354511
Q01959	9606.ENSP00000365569
Q01959	9606.ENSP00000500386
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000354859
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000354859
Q01959	9606.ENSP00000500386
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000370571
Q01959	9606.ENSP00000500386
Q01959	9606.ENSP00000496339
Q01959	9606.ENSP00000500990
Q01959	9606.ENSP00000500990
P09651	9606.ENSP00000240185
P09651	9606.ENSP00000258962
P09651	9606.ENSP00000325376
P09651	9606.ENSP00000349168
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000349428
P09651	9606.ENSP00000341826
P09651	9606.ENSP00000346694
P09651	9606.ENSP00000336712
P09651	9606.ENSP00000325376
P09651	9606.ENSP00000258962
P09651	9606.ENSP00000349168
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000349428
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000341826
P09651	9606.ENSP00000346694
P09651	9606.ENSP00000336712
P09651	9606.ENSP00000325376
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000346694
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000349428
P09651	9606.ENSP00000349168
P09651	9606.ENSP00000341826
P09651	9606.ENSP00000336712
P09651	9606.ENSP00000349428
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000346694
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000349168
P09651	9606.ENSP00000341826
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000349168
P09651	9606.ENSP00000346694
P09651	9606.ENSP00000341826
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000349168
P09651	9606.ENSP00000346694
P09651	9606.ENSP00000349428
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000349168
P09651	9606.ENSP00000349428
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000349428
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000451291
P09651	9606.ENSP00000365458
P09651	9606.ENSP00000451291
P22626	9606.ENSP00000240185
P22626	9606.ENSP00000254108
P22626	9606.ENSP00000325376
P22626	9606.ENSP00000349168
P22626	9606.ENSP00000451291
